0,1200897550192193537,Mike Quindazzi ✨,MikeQuindazzi,"Los Angeles, CA",US #Digital Alliances Sales Leader @PwCUS • EC & Board @LAEDC • Tweets for the C-Suite #CEO #CFO #CMO #CIO #CDO #CISO on Global #Megatrends & #EmergingTech!,https://t.co/ANfWqWqqSU,140500,3863,5716,None,None,None,36 #startups looking to change the world &gt;&gt;&gt; @CBinsights via @MikeQuindazzi &gt;&gt;&gt; #QuantumComputing #AI #HealthTech #EdgeComputing #Robotics #IoT #CloudComputing #FutureofWork #4IR &gt;&gt;&gt; https://t.co/rneNpSkDpp https://t.co/F9VuuyT6Zy,Sat Nov 30 22:01:02 +0000 2019,41,44,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
1,1200867785804591104,Mike Quindazzi ✨,MikeQuindazzi,"Los Angeles, CA",US #Digital Alliances Sales Leader @PwCUS • EC & Board @LAEDC • Tweets for the C-Suite #CEO #CFO #CMO #CIO #CDO #CISO on Global #Megatrends & #EmergingTech!,https://t.co/ANfWqWqqSU,140500,3863,5716,None,None,None,"#Banking in #China packed w/ #VR, #Robots and #FacialRecognition &gt;&gt;&gt; #Dailymail via @MikeQuindazzi &gt;&gt;&gt; #fintech #finserv #banking #ai #iot #Robotics #4IR &gt;&gt;&gt; https://t.co/MbNRWPPbjG https://t.co/1X912myAsk",Sat Nov 30 20:02:45 +0000 2019,31,52,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
2,1200837665731596288,Mike Quindazzi ✨,MikeQuindazzi,"Los Angeles, CA",US #Digital Alliances Sales Leader @PwCUS • EC & Board @LAEDC • Tweets for the C-Suite #CEO #CFO #CMO #CIO #CDO #CISO on Global #Megatrends & #EmergingTech!,https://t.co/ANfWqWqqSU,140500,3863,5716,None,None,None,6 #EmergingTechnologies finding competitive advantage entering 2020 &gt;&gt;&gt; #PwC via @MikeQuindazzi &gt;&gt;&gt; #ArtificialIntelligence #AI #IoT #Robotics #AugmentedReality #AR #4IR #Industry40 #FutureofWork #IoT #SmartHome #AutonomousVehicles &gt;&gt;&gt; #Infographics https://t.co/VlAa8PaB1n,Sat Nov 30 18:03:04 +0000 2019,34,46,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
3,1200806951787073538,Mike Quindazzi ✨,MikeQuindazzi,"Los Angeles, CA",US #Digital Alliances Sales Leader @PwCUS • EC & Board @LAEDC • Tweets for the C-Suite #CEO #CFO #CMO #CIO #CDO #CISO on Global #Megatrends & #EmergingTech!,https://t.co/ANfWqWqqSU,140500,3863,5716,None,None,None,$2.2 trillion boost to global #GDP and from #5G in the next 14 years &gt;&gt;&gt; @GSMA via @MikeQuindazzi &gt;&gt;&gt; #AI #IIoT #AR #VR #AutonomousVehicles #Drones #IoT #Robotics #Mobile &gt;&gt;&gt; https://t.co/rqDl1LHSxL https://t.co/XNNXcDGhvi,Sat Nov 30 16:01:01 +0000 2019,18,24,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
4,1200777010945110016,Mike Quindazzi ✨,MikeQuindazzi,"Los Angeles, CA",US #Digital Alliances Sales Leader @PwCUS • EC & Board @LAEDC • Tweets for the C-Suite #CEO #CFO #CMO #CIO #CDO #CISO on Global #Megatrends & #EmergingTech!,https://t.co/ANfWqWqqSU,140500,3863,5716,None,None,None,Consensus #algorithms are at the root of #blockchain technology &gt;&gt;&gt; @101Blockchains via @MikeQuindazzi &gt;&gt;&gt; #FinTech #Payments #cryptocurrency #SmartContracts #FinSev #4IR &gt;&gt;&gt; https://t.co/3NTQijAZHu https://t.co/cumXdtj1aP,Sat Nov 30 14:02:03 +0000 2019,50,65,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
5,1200747061991395329,Mike Quindazzi ✨,MikeQuindazzi,"Los Angeles, CA",US #Digital Alliances Sales Leader @PwCUS • EC & Board @LAEDC • Tweets for the C-Suite #CEO #CFO #CMO #CIO #CDO #CISO on Global #Megatrends & #EmergingTech!,https://t.co/ANfWqWqqSU,140500,3863,5716,None,None,None,#AI and #MachineLearning voted most disruptive &gt;&gt;&gt; @idgenterprise and @CIOMagazine via @MikeQuindazzi &gt;&gt;&gt; #DataScience #Autonomous #Robotics #IoT #CloudComputing #DataAnalytics &gt;&gt;&gt; https://t.co/sF08f3BUe8 https://t.co/GNAUKpLiTt,Sat Nov 30 12:03:03 +0000 2019,34,39,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
6,1200716355428859905,Mike Quindazzi ✨,MikeQuindazzi,"Los Angeles, CA",US #Digital Alliances Sales Leader @PwCUS • EC & Board @LAEDC • Tweets for the C-Suite #CEO #CFO #CMO #CIO #CDO #CISO on Global #Megatrends & #EmergingTech!,https://t.co/ANfWqWqqSU,140500,3863,5716,None,None,None,Winning with #AI requires a #strategy and #talent &gt;&gt;&gt; @eMarketer via @MikeQuindazzi &gt;&gt;&gt; #MachineLearning #DeepLearning #NLG #ComputerVision #IoT #FutureofWork #4IR &gt;&gt;&gt; https://t.co/SbImLE3Sgr https://t.co/r3Uk0Qcv1E,Sat Nov 30 10:01:02 +0000 2019,10,24,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
7,1200686409759285254,Mike Quindazzi ✨,MikeQuindazzi,"Los Angeles, CA",US #Digital Alliances Sales Leader @PwCUS • EC & Board @LAEDC • Tweets for the C-Suite #CEO #CFO #CMO #CIO #CDO #CISO on Global #Megatrends & #EmergingTech!,https://t.co/ANfWqWqqSU,140500,3863,5716,None,None,None,#EmergingTechnologies fueling #DataAnalytics are becoming central to the Internal #Audit function &gt;&gt;&gt; #PwC via @MikeQuindazzi &gt;&gt;&gt; #CorpGov #CFO #RPA #Blockchain #AI #4IR &gt;&gt;&gt; https://t.co/DTs7iAU5vK https://t.co/06Z41r5xcF,Sat Nov 30 08:02:02 +0000 2019,18,26,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
8,1200656463984758784,Mike Quindazzi ✨,MikeQuindazzi,"Los Angeles, CA",US #Digital Alliances Sales Leader @PwCUS • EC & Board @LAEDC • Tweets for the C-Suite #CEO #CFO #CMO #CIO #CDO #CISO on Global #Megatrends & #EmergingTech!,https://t.co/ANfWqWqqSU,140500,3863,5716,None,None,None,10 Digital #Tech Trends for #Consumers &gt;&gt;&gt; @ericsson via @MikeQuindazzi &gt;&gt;&gt; #IoT #5G #AI #DigitalTwins #AR #VR #Robotics #WearableTech #4IR &gt;&gt;&gt; https://t.co/ZVHvugVlRm https://t.co/46EgwHvgXP,Sat Nov 30 06:03:02 +0000 2019,19,34,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
9,1200625759674654720,Mike Quindazzi ✨,MikeQuindazzi,"Los Angeles, CA",US #Digital Alliances Sales Leader @PwCUS • EC & Board @LAEDC • Tweets for the C-Suite #CEO #CFO #CMO #CIO #CDO #CISO on Global #Megatrends & #EmergingTech!,https://t.co/ANfWqWqqSU,140500,3863,5716,None,None,None,8.5+ billion #smartphones around democratizing #AI &gt;&gt;&gt; @Qualcomm via @MikeQuindazzi &gt;&gt;&gt; #DeepLearning #MachineLearning #ArtificialIntelligence #IoT #BigData #HealthTech #IIoT #Mobile #4IR &gt;&gt;&gt; #Infographics &gt;&gt;&gt; https://t.co/GPqh2DFrqQ https://t.co/nHpnyAk0ir,Sat Nov 30 04:01:02 +0000 2019,15,33,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
