0,1200908656021319681,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,Making data science accessible : Neural Networks https://t.co/IybRUpSFwv,Sat Nov 30 22:45:10 +0000 2019,7,5,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",
1,1200906100557651969,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,Adapt or Die: why your business strategy is failing your data strategy https://t.co/uvMAp1bPGT,Sat Nov 30 22:35:00 +0000 2019,2,1,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
2,1200892510421364737,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,What Is AI? | Artificial Intelligence For Beginners https://t.co/7FTJr8nFOJ,Sat Nov 30 21:41:00 +0000 2019,3,2,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
3,1200877663025586177,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,How to Boost Mobile App Development Process Using Big Data? https://t.co/9UPiCTQGY6,Sat Nov 30 20:42:00 +0000 2019,8,2,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
4,1200862086680793088,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,Question: Feature Selection On Labelled Data  https://t.co/7r6mCPW6L1,Sat Nov 30 19:40:07 +0000 2019,5,2,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",
5,1200858287744438272,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,30 Fun Ideas for Starting New AI Businesses and Services with Watson https://t.co/yXo0euqLSu,Sat Nov 30 19:25:01 +0000 2019,13,7,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
6,1200856775945334786,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,Credit Card Fraud Detection and Prevention: The Complete Guide https://t.co/U00cxh2Qyt,Sat Nov 30 19:19:00 +0000 2019,34,20,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
7,1200831612507885568,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,Implementing Linear Regression with Golang https://t.co/MM3EGotQQT,Sat Nov 30 17:39:01 +0000 2019,5,1,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
8,1200818274180698112,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,Complete Hands-Off Automated Machine Learning https://t.co/iHyKWA6wAC,Sat Nov 30 16:46:01 +0000 2019,11,3,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
9,1200811479299248129,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,Lessons from 3 Big Data Breaches of 2017 https://t.co/eyWxfiXzeR,Sat Nov 30 16:19:01 +0000 2019,3,0,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
10,1200797131864444928,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,What is the role of CDO in Structuring Data Functions? https://t.co/PFRjOWk7vJ,Sat Nov 30 15:22:00 +0000 2019,8,8,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
11,1200767709849493506,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,Dummies for Data Science - A Reading List https://t.co/Lcjtz9h9sN,Sat Nov 30 13:25:05 +0000 2019,21,15,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",
12,1200721152278192130,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,How Long Does It Take to Learn Python for Data Science?  https://t.co/UR030kvf0P,Sat Nov 30 10:20:05 +0000 2019,15,9,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",
13,1200673336386367489,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,"Free Book: Statistics, Dataviz, and Data Cleaning with R  https://t.co/oNbWhmhRAf",Sat Nov 30 07:10:05 +0000 2019,25,1,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",
14,1200630533216190464,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,Introduction to R: The Statistical Programming Language https://t.co/EMQZ6tfhf1,Sat Nov 30 04:20:00 +0000 2019,42,18,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
15,1200626772129308672,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,The Danger of Pursuing Customer 360 View https://t.co/ks1GqHGOdn,Sat Nov 30 04:05:03 +0000 2019,6,3,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",
16,1200600086511804421,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,An Introduction to Implementing Neural Networks using TensorFlow https://t.co/ppIirZf2H7,Sat Nov 30 02:19:01 +0000 2019,28,12,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
17,1200586747639414784,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,Why Every Data Scientist Needs A Data Engineer https://t.co/I1sTGxujH6,Sat Nov 30 01:26:01 +0000 2019,26,7,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
18,1200580451892629504,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,Naive Bayes Classification explained with Python code https://t.co/gJLYelLi0d,Sat Nov 30 01:01:00 +0000 2019,21,5,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",
19,1200571647054503936,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,Designing Apparel with Neural Style Transfer https://t.co/sztQwDDBY0,Sat Nov 30 00:26:00 +0000 2019,2,0,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
20,1200551765852270592,Data Science Central,analyticbridge,"Seattle, WA","Co-founded by Vincent Granville and part of the DSC community, our  focus is on data science, ML, AI, deep learning, dataviz, Hadoop, IoT, and BI.",http://t.co/43tj0Ez1jT,209713,4282,6285,None,None,None,How to forecast multiple time series data https://t.co/KwZ6nFv6fH,Fri Nov 29 23:07:00 +0000 2019,12,2,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",
